trip_id,pickup_location,drop_location,trip_status,vehicle_type,driver_rating,promo_code_used,wait_time_before_pickup,distance_travelled,fare_amount,passenger_rating,total_passenger,payment_method,duration_time,date,customer_id,passenger_type
TRIP100370,Gulshan,Farmgate,Completed,Car,3.0,No,17,18.0,493.86,4.1,1,Card,48,2024-05-03,CUST1098,Repeated
TRIP100371,Dhanmondi,Uttara,Completed,Microbus,3.8,No,13,24.2,215.58,4.2,1,Mobile Payment,54,2024-06-10,CUST1568,New
TRIP100372,Uttara,Mirpur,Completed,Microbus,3.3,Yes,5,9.52,573.16,3.9,1,Card,39,2024-01-31,CUST1441,Repeated
TRIP100373,Banani,Dhanmondi,Cancelled,Bike,3.1,No,9,1.8,564.09,4.3,3,Mobile Payment,38,2024-01-08,CUST1060,Repeated
TRIP100374,Uttara,Banani,Completed,Bike,3.9,No,4,11.85,863.33,4.2,1,Cash,12,2024-03-19,CUST1555,New
TRIP100375,Motijheel,Bashundhara,Completed,Microbus,4.4,Yes,5,1.52,221.38,4.2,2,Cash,46,2024-06-03,CUST1571,Repeated
TRIP100376,Mohammadpur,Farmgate,Completed,Car,4.7,No,13,23.88,285.15,4.5,1,Card,59,2024-06-19,CUST1306,New
TRIP100377,Gulshan,Motijheel,Completed,Microbus,4.3,No,8,9.88,429.23,3.2,1,Mobile Payment,84,2024-02-27,CUST1283,New
TRIP100378,Uttara,Motijheel,Completed,Microbus,4.9,No,2,1.85,736.89,3.3,1,Cash,15,2024-02-27,CUST1121,Repeated
TRIP100379,Dhanmondi,Bashundhara,Completed,Car,3.6,Yes,5,1.15,609.65,3.8,1,Mobile Payment,73,2024-06-17,CUST1646,New
TRIP100380,Motijheel,Mirpur,Completed,Microbus,4.2,No,13,3.34,832.83,3.1,2,Card,23,2024-02-08,CUST1091,New
TRIP100381,Bashundhara,Uttara,Completed,CNG,3.1,Yes,3,10.83,158.67,4.2,1,Card,67,2024-03-25,CUST1598,Repeated
TRIP100382,Mohammadpur,Motijheel,Completed,Bike,4.8,No,17,21.06,724.75,4.0,1,Cash,73,2024-03-27,CUST1561,Repeated
TRIP100383,Gulshan,Motijheel,Completed,Bike,3.1,No,13,21.83,178.51,3.4,1,Card,85,2024-06-12,CUST1031,New
TRIP100384,Uttara,Gulshan,Completed,Bike,3.6,No,14,16.47,666.68,3.8,1,Cash,29,2024-02-06,CUST1501,New
TRIP100385,Dhanmondi,Motijheel,Completed,Bike,3.6,Yes,18,24.59,78.45,3.2,1,Mobile Payment,47,2024-03-07,CUST1615,New
TRIP100386,Dhanmondi,Mohammadpur,Completed,Microbus,5.0,Yes,7,18.94,617.01,3.9,1,Card,61,2024-04-14,CUST1421,Repeated
TRIP100387,Dhanmondi,Mohammadpur,Completed,Bike,3.8,No,17,9.69,393.96,4.6,2,Card,54,2024-02-21,CUST1248,New
TRIP100388,Uttara,Motijheel,Cancelled,Bike,3.4,No,14,1.16,708.05,3.6,3,Card,16,2024-05-02,CUST1464,Repeated
TRIP100389,Mohammadpur,Motijheel,Completed,Bike,4.9,Yes,16,4.79,958.64,3.9,2,Mobile Payment,60,2024-05-13,CUST1133,Repeated
TRIP100390,Bashundhara,Gulshan,Completed,CNG,4.0,No,13,22.11,418.51,4.2,1,Cash,30,2024-05-22,CUST1552,New
TRIP100391,Dhanmondi,Mirpur,Completed,Bike,3.4,No,13,20.69,186.15,4.5,1,Card,48,2024-01-13,CUST1622,Repeated
TRIP100392,Gulshan,Bashundhara,Completed,Microbus,5.0,Yes,2,17.17,363.9,3.8,1,Mobile Payment,13,2024-06-28,CUST1629,Repeated
TRIP100393,Uttara,Mohammadpur,Completed,Bike,4.3,Yes,11,15.11,192.07,3.7,1,Mobile Payment,89,2024-03-27,CUST1010,New
TRIP100394,Uttara,Dhanmondi,Completed,Car,3.0,Yes,15,16.05,790.08,4.7,1,Card,19,2024-01-06,CUST1504,Repeated
TRIP100395,Uttara,Mohammadpur,Cancelled,Microbus,3.3,No,17,23.68,958.63,3.3,1,Cash,68,2024-02-16,CUST1224,Repeated
TRIP100396,Gulshan,Gulshan,Cancelled,Bike,3.1,Yes,8,5.76,534.89,3.5,2,Cash,20,2024-01-15,CUST1020,Repeated
TRIP100397,Bashundhara,Gulshan,No-show,Car,4.2,No,9,9.2,637.08,3.1,1,Cash,25,2024-03-18,CUST1448,New
TRIP100398,Farmgate,Uttara,Completed,Car,3.3,No,9,20.43,998.45,3.1,2,Card,21,2024-03-04,CUST1517,Repeated
TRIP100399,Mirpur,Motijheel,Completed,Bike,3.2,Yes,15,20.09,235.84,3.3,2,Card,82,2024-04-10,CUST1386,Repeated
TRIP100400,Motijheel,Uttara,Cancelled,Car,3.7,Yes,17,9.68,222.03,3.7,1,Mobile Payment,17,2024-01-22,CUST1620,New
TRIP100401,Gulshan,Gulshan,Completed,CNG,4.4,No,7,22.22,662.66,3.6,2,Card,61,2024-04-09,CUST1049,Repeated
TRIP100402,Banani,Farmgate,Cancelled,Microbus,5.0,No,8,23.7,702.86,4.5,1,Cash,70,2024-03-09,CUST1117,Repeated
TRIP100403,Mohammadpur,Mirpur,Completed,CNG,4.3,Yes,16,22.79,240.41,4.5,1,Cash,30,2024-04-08,CUST1622,Repeated
TRIP100404,Farmgate,Mirpur,No-show,Microbus,4.6,Yes,8,17.22,109.77,4.3,1,Cash,74,2024-05-17,CUST1086,Repeated
TRIP100405,Mohammadpur,Dhanmondi,Cancelled,Microbus,4.5,No,7,19.11,375.47,3.8,1,Cash,47,2024-05-10,CUST1382,Repeated
TRIP100406,Bashundhara,Dhanmondi,Cancelled,Car,4.5,No,7,6.44,458.27,3.3,2,Card,83,2024-05-23,CUST1483,Repeated
TRIP100407,Mohammadpur,Mirpur,Completed,CNG,3.1,No,17,7.21,900.31,3.5,4,Cash,5,2024-06-05,CUST1635,New
TRIP100408,Bashundhara,Mohammadpur,Completed,Car,3.8,No,9,19.95,481.36,4.5,1,Cash,41,2024-01-05,CUST1082,Repeated
TRIP100409,Dhanmondi,Uttara,Completed,Microbus,4.9,No,4,14.92,343.39,4.7,1,Mobile Payment,28,2024-06-28,CUST1548,Repeated
TRIP100410,Dhanmondi,Bashundhara,Completed,Car,4.3,No,15,1.93,438.8,4.4,3,Card,24,2024-03-13,CUST1616,Repeated
TRIP100411,Farmgate,Motijheel,Completed,Car,3.3,No,12,7.13,122.56,3.2,1,Card,6,2024-04-12,CUST1076,Repeated
TRIP100412,Banani,Banani,Completed,CNG,3.9,No,4,4.95,944.57,5.0,1,Cash,19,2024-01-08,CUST1119,Repeated
TRIP100413,Dhanmondi,Dhanmondi,Completed,Car,5.0,Yes,16,2.26,468.09,3.7,1,Card,6,2024-04-30,CUST1149,Repeated
TRIP100414,Farmgate,Dhanmondi,Completed,Car,4.7,No,18,19.23,245.98,3.1,1,Cash,67,2024-05-07,CUST1107,Repeated
TRIP100415,Mohammadpur,Motijheel,Completed,CNG,3.2,No,15,17.48,411.98,3.9,2,Cash,40,2024-05-04,CUST1564,Repeated
TRIP100416,Mohammadpur,Gulshan,Completed,Car,4.7,No,8,13.63,234.53,4.3,1,Mobile Payment,77,2024-04-05,CUST1152,New
TRIP100417,Dhanmondi,Mohammadpur,Completed,Car,4.3,No,18,19.54,352.62,4.2,4,Mobile Payment,21,2024-02-10,CUST1502,Repeated
TRIP100418,Banani,Mirpur,Completed,Microbus,3.3,No,18,3.23,598.62,3.4,2,Cash,26,2024-05-29,CUST1141,Repeated
TRIP100419,Uttara,Farmgate,No-show,Car,4.5,No,16,5.25,178.51,3.2,1,Mobile Payment,19,2024-02-02,CUST1009,Repeated
TRIP100420,Mohammadpur,Bashundhara,Completed,Car,4.8,No,12,22.83,466.54,4.6,1,Cash,63,2024-03-22,CUST1400,Repeated
TRIP100421,Gulshan,Dhanmondi,Completed,Bike,3.5,Yes,13,3.39,848.23,3.6,1,Mobile Payment,61,2024-05-05,CUST1479,Repeated
TRIP100422,Motijheel,Bashundhara,Completed,CNG,4.2,No,10,22.02,842.06,4.8,1,Cash,33,2024-05-18,CUST1105,Repeated
TRIP100423,Gulshan,Banani,Completed,Microbus,4.6,Yes,1,2.3,544.38,4.7,3,Cash,26,2024-06-10,CUST1561,Repeated
TRIP100424,Bashundhara,Gulshan,Completed,CNG,4.7,No,7,1.12,380.12,4.9,2,Card,78,2024-01-05,CUST1219,Repeated
TRIP100425,Mohammadpur,Mohammadpur,Completed,Car,3.3,No,18,12.09,269.73,4.1,3,Card,48,2024-05-31,CUST1428,Repeated
TRIP100426,Motijheel,Mohammadpur,Completed,Car,4.9,No,14,24.1,910.53,3.7,1,Cash,60,2024-04-15,CUST1472,New
TRIP100427,Mirpur,Mirpur,Completed,CNG,4.9,No,10,9.45,209.72,4.8,1,Card,18,2024-01-30,CUST1435,New
TRIP100428,Motijheel,Mohammadpur,Cancelled,Car,4.1,Yes,12,7.04,114.92,4.8,1,Mobile Payment,69,2024-05-10,CUST1271,New
TRIP100429,Gulshan,Motijheel,Cancelled,Bike,3.6,No,12,21.41,185.05,3.3,1,Card,12,2024-01-15,CUST1032,Repeated
TRIP100430,Bashundhara,Banani,Completed,Car,4.7,No,11,12.0,892.25,4.6,4,Cash,84,2024-06-24,CUST1057,New
TRIP100431,Farmgate,Motijheel,Completed,Bike,4.8,Yes,1,6.72,489.41,4.5,1,Mobile Payment,7,2024-05-27,CUST1274,New
TRIP100432,Mohammadpur,Dhanmondi,Cancelled,CNG,3.6,Yes,10,15.09,646.65,3.2,1,Card,56,2024-01-29,CUST1605,Repeated
TRIP100433,Mohammadpur,Bashundhara,Completed,CNG,3.3,No,15,2.41,708.29,4.6,1,Card,65,2024-06-08,CUST1160,Repeated
TRIP100434,Farmgate,Motijheel,Completed,Microbus,4.3,No,17,15.33,544.98,3.4,2,Cash,22,2024-02-04,CUST1613,Repeated
TRIP100435,Uttara,Uttara,Completed,Bike,4.4,Yes,2,19.58,534.16,3.6,1,Cash,25,2024-05-23,CUST1676,New
TRIP100436,Dhanmondi,Mirpur,Completed,Microbus,4.4,No,3,11.37,469.22,4.0,2,Card,61,2024-03-28,CUST1125,Repeated
TRIP100437,Gulshan,Gulshan,Completed,Microbus,4.5,No,1,11.43,667.88,4.4,1,Mobile Payment,82,2024-05-04,CUST1574,Repeated
TRIP100438,Motijheel,Banani,Cancelled,CNG,3.8,Yes,2,10.16,914.29,3.8,2,Cash,74,2024-04-06,CUST1272,Repeated
TRIP100439,Dhanmondi,Banani,Completed,CNG,4.9,No,4,21.74,328.48,4.9,1,Cash,65,2024-01-19,CUST1537,Repeated
TRIP100440,Mirpur,Mirpur,Completed,Car,3.9,Yes,19,14.58,198.35,4.9,1,Mobile Payment,15,2024-03-06,CUST1383,New
TRIP100441,Gulshan,Motijheel,Completed,CNG,4.5,No,7,2.41,252.71,4.8,2,Cash,24,2024-06-29,CUST1269,Repeated
TRIP100442,Banani,Farmgate,Completed,CNG,4.9,No,10,19.27,384.88,4.3,1,Cash,58,2024-01-29,CUST1612,Repeated
TRIP100443,Mirpur,Mirpur,Completed,Car,4.0,No,6,9.6,776.73,4.8,1,Card,89,2024-06-12,CUST1272,Repeated
TRIP100444,Motijheel,Farmgate,Completed,CNG,4.8,No,6,2.82,239.62,4.3,2,Card,46,2024-05-11,CUST1096,New
TRIP100445,Banani,Banani,Completed,Microbus,3.4,No,6,17.92,646.08,4.9,1,Card,23,2024-06-09,CUST1282,Repeated
TRIP100446,Farmgate,Bashundhara,Completed,Car,3.5,No,18,2.56,793.48,4.7,3,Cash,17,2024-03-04,CUST1416,Repeated
TRIP100447,Banani,Mohammadpur,Completed,CNG,3.4,Yes,3,16.15,723.95,4.8,1,Mobile Payment,26,2024-02-17,CUST1553,New
TRIP100448,Mohammadpur,Motijheel,Completed,Bike,4.9,No,9,7.75,299.94,3.5,1,Mobile Payment,87,2024-03-20,CUST1188,New
TRIP100449,Banani,Mohammadpur,Completed,CNG,3.2,No,14,1.24,522.25,4.9,2,Card,23,2024-06-21,CUST1065,Repeated
TRIP100450,Motijheel,Bashundhara,Completed,Car,4.1,Yes,15,17.76,363.07,3.7,1,Cash,41,2024-06-08,CUST1381,New
TRIP100451,Motijheel,Uttara,Completed,Bike,4.5,No,19,19.64,968.68,3.7,1,Mobile Payment,54,2024-06-19,CUST1200,Repeated
TRIP100452,Bashundhara,Motijheel,Completed,Bike,3.6,No,15,8.83,186.67,4.5,2,Cash,39,2024-01-28,CUST1530,Repeated
TRIP100453,Farmgate,Bashundhara,Completed,Car,3.4,No,17,7.89,420.1,4.1,1,Card,87,2024-01-31,CUST1138,New
TRIP100454,Mohammadpur,Mirpur,Completed,CNG,4.5,Yes,12,18.04,133.61,4.9,1,Mobile Payment,36,2024-01-12,CUST1206,New
TRIP100455,Bashundhara,Gulshan,Cancelled,Microbus,3.3,No,8,18.56,258.45,4.3,2,Mobile Payment,73,2024-04-06,CUST1622,Repeated
TRIP100456,Mirpur,Farmgate,Completed,CNG,3.8,No,14,17.16,298.11,4.9,1,Mobile Payment,17,2024-04-13,CUST1204,Repeated
TRIP100457,Gulshan,Mirpur,Cancelled,Car,3.1,Yes,14,19.4,745.28,4.7,1,Cash,13,2024-05-10,CUST1560,New
TRIP100458,Mirpur,Bashundhara,Completed,Car,3.9,No,1,16.22,965.6,3.3,2,Mobile Payment,35,2024-04-08,CUST1128,New
TRIP100459,Bashundhara,Farmgate,Completed,CNG,3.5,No,15,20.55,323.16,4.5,1,Card,80,2024-04-24,CUST1661,Repeated
TRIP100460,Dhanmondi,Dhanmondi,Cancelled,CNG,3.2,No,6,19.0,944.34,4.4,2,Cash,18,2024-06-22,CUST1431,Repeated
TRIP100461,Mirpur,Uttara,Completed,Car,5.0,No,10,3.06,527.82,4.0,1,Card,70,2024-06-08,CUST1489,Repeated
TRIP100462,Motijheel,Uttara,Completed,Microbus,3.1,No,19,21.5,827.07,3.7,1,Card,5,2024-03-13,CUST1537,Repeated
TRIP100463,Farmgate,Mirpur,Completed,Bike,3.1,No,17,13.13,844.24,3.8,1,Cash,30,2024-03-16,CUST1160,Repeated
TRIP100464,Gulshan,Mirpur,Completed,Microbus,4.6,Yes,5,17.15,387.29,3.5,3,Cash,63,2024-04-18,CUST1264,Repeated
TRIP100465,Uttara,Farmgate,Completed,Bike,4.4,No,18,23.82,712.99,3.8,2,Card,37,2024-01-19,CUST1037,Repeated
TRIP100466,Mohammadpur,Farmgate,Completed,Microbus,3.6,Yes,18,5.77,932.49,3.2,1,Mobile Payment,82,2024-02-09,CUST1151,Repeated
TRIP100467,Farmgate,Motijheel,Completed,Car,3.5,No,5,19.24,546.51,3.3,1,Cash,30,2024-01-07,CUST1204,Repeated
TRIP100468,Banani,Motijheel,Completed,CNG,3.5,No,2,3.05,316.55,4.4,3,Card,11,2024-06-15,CUST1438,Repeated
TRIP100469,Farmgate,Mirpur,Completed,Car,4.7,No,1,5.64,411.85,4.5,2,Mobile Payment,74,2024-05-03,CUST1034,New
TRIP100470,Uttara,Mohammadpur,Completed,CNG,4.3,Yes,2,14.07,844.06,4.0,3,Cash,68,2024-04-05,CUST1453,Repeated
TRIP100471,Dhanmondi,Mohammadpur,Completed,CNG,3.4,No,18,22.11,419.7,5.0,1,Card,65,2024-05-31,CUST1214,New
TRIP100472,Motijheel,Mirpur,Cancelled,CNG,4.9,No,1,2.4,717.87,3.6,1,Cash,69,2024-03-24,CUST1460,Repeated
TRIP100473,Uttara,Banani,Completed,Bike,3.8,Yes,3,21.9,428.36,3.2,2,Mobile Payment,41,2024-01-17,CUST1108,Repeated
TRIP100474,Motijheel,Bashundhara,Completed,CNG,3.5,Yes,14,21.08,610.1,5.0,3,Card,55,2024-03-12,CUST1065,Repeated
TRIP100475,Motijheel,Uttara,Cancelled,Bike,3.4,No,6,5.75,452.97,4.5,1,Card,25,2024-06-02,CUST1007,Repeated
TRIP100476,Dhanmondi,Mirpur,Completed,Bike,3.8,No,15,23.82,264.27,3.5,3,Cash,78,2024-05-21,CUST1680,New
TRIP100477,Dhanmondi,Mirpur,Completed,CNG,4.9,No,15,3.62,950.82,3.2,1,Mobile Payment,28,2024-04-08,CUST1023,Repeated
TRIP100478,Gulshan,Mirpur,Completed,Microbus,4.3,Yes,11,17.96,334.34,4.8,1,Cash,75,2024-05-09,CUST1577,Repeated
TRIP100479,Farmgate,Mirpur,Completed,Bike,4.6,Yes,9,19.16,307.71,3.2,1,Mobile Payment,87,2024-03-20,CUST1538,New
TRIP100480,Motijheel,Uttara,Completed,Car,5.0,Yes,7,11.13,266.48,3.7,1,Cash,24,2024-05-20,CUST1559,Repeated
TRIP100481,Uttara,Farmgate,Completed,Car,3.9,No,16,4.38,282.28,4.8,2,Cash,30,2024-02-12,CUST1084,New
TRIP100482,Uttara,Banani,Completed,Car,4.9,Yes,6,14.85,262.41,4.5,1,Card,71,2024-03-10,CUST1250,Repeated
TRIP100483,Mirpur,Mohammadpur,Completed,Car,4.0,No,5,12.35,745.4,3.1,1,Card,65,2024-02-09,CUST1003,New
TRIP100484,Uttara,Mirpur,Completed,Microbus,4.1,No,7,12.61,824.16,4.1,4,Mobile Payment,77,2024-03-31,CUST1270,New
TRIP100485,Uttara,Mirpur,No-show,Bike,4.7,No,8,15.98,598.44,3.9,2,Mobile Payment,46,2024-02-27,CUST1412,Repeated
TRIP100486,Gulshan,Dhanmondi,Completed,CNG,3.7,Yes,13,19.26,959.86,3.7,1,Card,76,2024-06-02,CUST1092,Repeated
TRIP100487,Motijheel,Bashundhara,Completed,Bike,4.3,No,19,22.63,469.27,4.4,2,Mobile Payment,43,2024-04-13,CUST1442,New
TRIP100488,Bashundhara,Dhanmondi,Completed,Microbus,3.8,No,3,21.2,626.3,4.4,1,Cash,89,2024-01-06,CUST1301,Repeated
TRIP100489,Mirpur,Farmgate,Completed,Car,4.8,No,9,13.08,201.41,4.5,1,Mobile Payment,19,2024-01-15,CUST1180,New
TRIP100490,Mirpur,Mohammadpur,Completed,CNG,3.9,Yes,7,10.66,415.33,4.0,3,Card,77,2024-03-24,CUST1695,Repeated
TRIP100491,Motijheel,Dhanmondi,Completed,CNG,3.9,Yes,6,11.18,838.26,4.8,4,Cash,57,2024-05-11,CUST1379,Repeated
TRIP100492,Mirpur,Banani,Completed,CNG,4.9,Yes,10,21.14,482.78,4.9,2,Cash,16,2024-06-15,CUST1577,Repeated
TRIP100493,Uttara,Motijheel,Completed,Bike,3.5,Yes,8,8.26,570.49,4.1,1,Card,61,2024-05-15,CUST1688,New
TRIP100494,Bashundhara,Motijheel,Completed,CNG,4.4,No,8,23.07,741.89,3.7,1,Card,62,2024-01-13,CUST1253,New
TRIP100495,Dhanmondi,Mirpur,Completed,Car,4.0,No,12,2.53,296.39,4.2,1,Mobile Payment,19,2024-03-31,CUST1141,Repeated
TRIP100496,Motijheel,Mohammadpur,Completed,CNG,5.0,No,16,18.54,990.26,3.7,1,Mobile Payment,48,2024-03-11,CUST1684,New
TRIP100497,Motijheel,Motijheel,Completed,CNG,4.7,Yes,3,21.05,816.39,3.1,1,Card,58,2024-04-03,CUST1674,Repeated
TRIP100498,Banani,Motijheel,Completed,Bike,4.8,No,7,5.38,83.7,4.0,1,Mobile Payment,9,2024-03-21,CUST1205,Repeated
TRIP100499,Uttara,Mirpur,Cancelled,Microbus,3.1,Yes,15,9.55,970.21,4.5,1,Card,81,2024-01-01,CUST1124,Repeated
TRIP100500,Banani,Dhanmondi,Completed,CNG,3.8,No,6,14.44,338.84,3.1,4,Cash,25,2024-04-05,CUST1348,New
TRIP100501,Bashundhara,Motijheel,Completed,Bike,4.8,Yes,12,4.99,769.96,4.4,2,Card,64,2024-04-07,CUST1259,Repeated
TRIP100502,Mohammadpur,Motijheel,Completed,Microbus,4.5,Yes,19,17.56,227.82,4.5,3,Mobile Payment,39,2024-02-07,CUST1048,Repeated
TRIP100503,Dhanmondi,Dhanmondi,Completed,Microbus,3.0,Yes,11,15.77,765.05,3.9,1,Cash,67,2024-03-26,CUST1330,Repeated
TRIP100504,Bashundhara,Mohammadpur,Cancelled,Microbus,4.1,No,6,14.26,824.05,3.0,2,Cash,34,2024-04-17,CUST1379,Repeated
TRIP100505,Mohammadpur,Uttara,Completed,Bike,3.5,No,14,2.39,148.95,4.7,1,Mobile Payment,14,2024-03-09,CUST1377,Repeated
TRIP100506,Banani,Motijheel,Completed,Microbus,4.6,No,3,24.68,578.0,3.4,1,Cash,74,2024-05-03,CUST1611,Repeated
TRIP100507,Farmgate,Mohammadpur,Completed,Microbus,4.3,No,10,23.14,137.81,3.5,1,Card,8,2024-06-10,CUST1618,New
TRIP100508,Motijheel,Dhanmondi,Completed,Bike,4.9,Yes,10,22.96,151.81,4.9,1,Mobile Payment,16,2024-06-27,CUST1530,Repeated
TRIP100509,Farmgate,Mirpur,Completed,Microbus,4.1,No,6,17.84,198.98,3.8,3,Cash,64,2024-02-17,CUST1671,Repeated
TRIP100510,Mirpur,Bashundhara,Completed,Car,3.4,No,8,15.57,737.58,4.1,4,Card,21,2024-06-30,CUST1258,Repeated
TRIP100511,Mohammadpur,Dhanmondi,Completed,Car,3.6,No,13,7.42,437.21,4.6,1,Cash,12,2024-01-14,CUST1183,Repeated
TRIP100512,Mohammadpur,Motijheel,Completed,Microbus,4.2,No,10,5.86,959.22,3.4,1,Card,20,2024-06-18,CUST1227,New
TRIP100513,Motijheel,Banani,Completed,Bike,4.9,No,13,1.15,681.15,3.2,1,Cash,83,2024-03-02,CUST1022,Repeated
TRIP100514,Motijheel,Dhanmondi,Cancelled,Bike,4.5,No,9,1.09,973.01,3.3,2,Mobile Payment,60,2024-06-11,CUST1659,New
TRIP100515,Mirpur,Motijheel,Completed,Car,3.0,No,6,16.6,620.89,4.2,2,Mobile Payment,8,2024-05-17,CUST1488,Repeated
TRIP100516,Uttara,Dhanmondi,Cancelled,Car,3.8,Yes,3,16.72,972.64,3.3,1,Cash,41,2024-04-26,CUST1025,Repeated
TRIP100517,Bashundhara,Motijheel,Completed,Car,3.2,Yes,7,4.45,934.35,3.7,3,Cash,87,2024-04-18,CUST1229,Repeated
TRIP100518,Gulshan,Farmgate,Completed,CNG,4.3,No,3,3.21,893.65,4.7,1,Cash,49,2024-01-20,CUST1330,Repeated
TRIP100519,Mirpur,Motijheel,Completed,Car,4.4,Yes,3,4.71,336.79,3.6,4,Card,77,2024-03-16,CUST1012,New
TRIP100520,Gulshan,Uttara,Completed,Bike,4.1,Yes,17,24.07,611.13,4.2,2,Card,62,2024-02-02,CUST1478,Repeated
TRIP100521,Gulshan,Motijheel,Cancelled,Microbus,3.6,No,5,5.21,377.59,4.9,3,Mobile Payment,34,2024-04-05,CUST1451,New
TRIP100522,Motijheel,Dhanmondi,No-show,CNG,4.1,No,12,1.94,753.96,4.8,1,Cash,12,2024-03-18,CUST1212,Repeated
TRIP100523,Bashundhara,Bashundhara,Completed,Car,4.6,No,9,12.45,324.11,3.5,1,Cash,19,2024-01-17,CUST1580,Repeated
TRIP100524,Mirpur,Bashundhara,Completed,CNG,4.5,Yes,3,6.58,323.52,4.9,1,Card,60,2024-04-24,CUST1225,New
TRIP100525,Uttara,Mohammadpur,Completed,CNG,4.7,No,5,18.69,475.44,3.0,1,Card,65,2024-04-21,CUST1545,New
TRIP100526,Mohammadpur,Uttara,Completed,CNG,4.4,No,19,17.55,766.27,4.5,1,Cash,68,2024-05-28,CUST1624,Repeated
TRIP100527,Mohammadpur,Mohammadpur,Completed,Bike,3.2,No,2,20.53,110.13,3.9,1,Card,76,2024-01-02,CUST1141,Repeated
TRIP100528,Bashundhara,Mohammadpur,No-show,Microbus,4.6,No,5,12.38,182.9,4.3,1,Card,70,2024-01-06,CUST1510,Repeated
TRIP100529,Dhanmondi,Mirpur,Completed,Car,4.2,No,14,9.29,870.06,4.9,1,Mobile Payment,9,2024-02-27,CUST1509,New
TRIP100530,Banani,Banani,Completed,Car,3.5,No,16,5.51,941.34,4.5,1,Mobile Payment,65,2024-01-20,CUST1019,Repeated
TRIP100531,Motijheel,Bashundhara,No-show,Microbus,3.7,No,1,2.1,845.96,3.5,1,Mobile Payment,85,2024-01-30,CUST1026,Repeated
TRIP100532,Bashundhara,Mohammadpur,Completed,CNG,4.7,No,5,6.41,228.74,4.9,3,Card,11,2024-04-09,CUST1130,New
TRIP100533,Dhanmondi,Dhanmondi,Completed,CNG,3.7,No,19,12.27,824.59,4.0,1,Cash,48,2024-04-28,CUST1496,Repeated
TRIP100534,Mirpur,Banani,Completed,CNG,3.0,No,16,3.08,62.83,4.0,1,Cash,71,2024-05-17,CUST1494,Repeated
TRIP100535,Motijheel,Mirpur,Completed,Microbus,4.4,No,18,21.37,345.3,4.6,1,Mobile Payment,83,2024-03-09,CUST1610,Repeated
TRIP100536,Motijheel,Bashundhara,Completed,Microbus,3.5,No,17,1.56,258.72,5.0,2,Card,39,2024-04-04,CUST1332,Repeated
TRIP100537,Uttara,Dhanmondi,Completed,Microbus,3.3,No,4,4.59,441.83,3.3,2,Cash,28,2024-04-21,CUST1595,New
TRIP100538,Bashundhara,Uttara,Completed,CNG,4.6,Yes,8,8.35,707.71,3.2,2,Mobile Payment,42,2024-04-29,CUST1055,Repeated
TRIP100539,Motijheel,Farmgate,Cancelled,CNG,4.7,No,16,6.73,518.75,4.8,1,Cash,88,2024-01-30,CUST1287,Repeated
TRIP100540,Mohammadpur,Mirpur,Completed,CNG,3.2,No,5,4.85,531.32,4.1,1,Mobile Payment,9,2024-04-26,CUST1426,New
TRIP100541,Mirpur,Uttara,Completed,Car,4.1,Yes,15,2.39,277.72,3.2,2,Cash,48,2024-05-04,CUST1244,Repeated
TRIP100542,Motijheel,Banani,Completed,Car,3.3,No,14,3.95,728.97,3.8,3,Mobile Payment,59,2024-06-30,CUST1329,Repeated
TRIP100543,Uttara,Gulshan,Completed,CNG,3.5,No,3,16.44,459.99,4.9,1,Card,69,2024-03-27,CUST1277,Repeated
TRIP100544,Motijheel,Mirpur,Cancelled,Microbus,3.5,No,12,8.76,145.17,4.8,1,Cash,41,2024-04-06,CUST1380,Repeated
TRIP100545,Mirpur,Motijheel,Completed,Car,3.5,Yes,1,2.63,573.42,4.1,1,Mobile Payment,73,2024-03-23,CUST1035,Repeated
TRIP100546,Mohammadpur,Gulshan,Completed,CNG,4.7,No,3,19.37,93.08,3.6,2,Mobile Payment,51,2024-01-03,CUST1399,New
TRIP100547,Uttara,Banani,Completed,CNG,3.4,No,14,7.31,167.82,3.7,1,Mobile Payment,39,2024-06-02,CUST1161,New
TRIP100548,Bashundhara,Mohammadpur,Completed,Microbus,3.5,No,4,22.64,529.13,3.8,1,Cash,43,2024-01-25,CUST1122,Repeated
TRIP100549,Gulshan,Bashundhara,Completed,Bike,3.0,No,3,5.09,446.03,3.8,1,Card,84,2024-02-12,CUST1562,Repeated
TRIP100550,Banani,Bashundhara,No-show,Car,3.3,No,19,21.59,583.16,4.9,1,Card,20,2024-02-19,CUST1356,Repeated
TRIP100551,Uttara,Banani,Completed,Car,4.7,Yes,13,11.53,518.68,3.8,3,Card,19,2024-02-11,CUST1468,Repeated
TRIP100552,Mirpur,Mohammadpur,Completed,CNG,3.7,No,6,12.17,715.37,3.7,3,Cash,49,2024-06-28,CUST1578,New
TRIP100553,Bashundhara,Mirpur,Completed,CNG,3.8,Yes,12,7.87,817.34,3.5,1,Cash,6,2024-06-26,CUST1661,Repeated
TRIP100554,Farmgate,Dhanmondi,No-show,Bike,3.6,No,14,4.65,306.63,3.3,1,Card,70,2024-03-10,CUST1392,Repeated
TRIP100555,Dhanmondi,Mohammadpur,Completed,Bike,4.2,Yes,6,5.9,577.43,4.7,1,Cash,17,2024-03-23,CUST1292,Repeated
